mid,publish_time,user_link,tweet,weibo_link,forward_num,comment_num,like_num,verify_typ,label
4903066853443568,2023-05-19 11:08,https://weibo.com/7238428936?refer_flag=1001030103_, 心里堵堵的，说不出来 ​,https://weibo.com/7238428936/N1hMxerPq,0,5,1,黄V认证,1.0
4903513216516840,2023-05-20 16:41,https://weibo.com/7660550968?refer_flag=1001030103_, 我会等枯树生出芽 ​,https://weibo.com/7660550968/N1totrlkk,0,0,2,没有认证,1.0
4892909353042482,2023-04-21 10:25,https://weibo.com/6569197563?refer_flag=1001030103_,经常打开搜索框会自己不自觉的输入一些不相关的东西比如刚才想搜发饰，结果打出来就变成14了真的裂开 ​,https://weibo.com/6569197563/MCYZNcLui,0,0,0,没有认证,1.0
4898190069074454,2023-05-06 00:09,https://weibo.com/2166330617?refer_flag=1001030103_,这段时间有时候难受，有时候不难受，反而感觉心里发空，一旦开始想一些不好的事情，我就赶紧扼杀掉。。。可还是会难受。。。？ ​,https://weibo.com/2166330617/MFcn4C4Ga,0,3,1,没有认证,1.0
4901135485239988,2023-05-14 03:13,https://weibo.com/7788635220?refer_flag=1001030103_, 感觉我的脑子 我的语言表达能力都在慢慢退化 仅仅是跟我妈聊天 我都半天也想不出来最简单的词 我很需要你现实生活中的社交 可是所有人都抛弃了我 ​,https://weibo.com/7788635220/N0txqlZ9W,0,0,0,没有认证,1.0
4904613184276730,2023-05-23 17:32,https://weibo.com/5896034763?refer_flag=1001030103_,我一点也不想去上学，讨厌住宿，讨厌班级，讨厌小组作业，讨厌学校的一切一切。好想让妈妈陪我去学校，好想好想…… ​,https://weibo.com/5896034763/N1W0ChWzw,0,2,6,黄V认证,1.0
4891622309891922,2023-04-17 21:11,https://weibo.com/6110322344?refer_flag=1001030103_, 好冷，明明被子已经很厚了。手脚冰凉 ​,https://weibo.com/6110322344/MCrvUFvl8,0,1,0,没有认证,1.0
4905679226407289,2023-05-26 16:08,https://weibo.com/7823968448?refer_flag=1001030103_,药，少吃半片都睡不着，经颅磁、微电流，白费。 ​,https://weibo.com/7823968448/N2nK2qSPn,0,0,0,没有认证,1.0
4906229053522261,2023-05-28 04:33,https://weibo.com/6628648090?refer_flag=1001030103_, 凌晨四点还是睡不着 一点左右哭了半小时明明感觉变好了又开始不停的哭 哭到头痛 呼吸不上来 告诉朋友说她也帮不了我 我能告诉谁 还有什么意义 ​,https://weibo.com/6628648090/N2C2ReMiF,0,0,0,没有认证,1.0
4898064180974965,2023-05-05 15:49,https://weibo.com/7280146841?refer_flag=1001030103_,我真的是……会什么错误都往自己身上揽呢，然后让自己难受…… ​,https://weibo.com/7280146841/MF96245Df,0,0,0,没有认证,1.0
4897778813376123,2023-05-04 20:55,https://weibo.com/6630425474?refer_flag=1001030103_,系统怎么了……连续三天发的东西都没显示审核 ​,https://weibo.com/6630425474/MF1FLeahB,0,2,0,没有认证,1.0
4898493636548789,2023-05-06 20:15,https://weibo.com/6614512770?refer_flag=1001030103_,在卫生间偷偷划腿的时候小狗挤进来了，平时她从不大声叫的，可是刚刚却一直冲我大声叫，还急忙扒我让我出去对不起，真的对不起啊 ​,https://weibo.com/6614512770/MFkgHrtDD,0,4,2,没有认证,1.0
4905289944663450,2023-05-25 14:22,https://weibo.com/5941480025?refer_flag=1001030103_,现在诊断结果变成抑郁状态了是在我坚持不懈地要求下医生给我改的，之前是一个我不认识的病，但是医生说我只是抑郁状态今天去开药又把上午吃的舍曲林改成一天吃一颗，连续两天断一天的用量吃了三年多的药了现在又减药了好开心！希望超话里的姐妹们也早点好起来！！！坚持吃药配合心理疏导，改变认知真的有用 ,https://weibo.com/5941480025/N2dCajzaW,0,0,0,没有认证,1.0
4901637988028543,2023-05-15 12:30,https://weibo.com/6582610846?refer_flag=1001030103_,为什么我连赶上高铁这件小事都做不好 每次都是这样，，我也不知道我为什么要哭 ​,https://weibo.com/6582610846/N0GBUxGAD,0,12,4,没有认证,1.0
4901002022490031,2023-05-13 18:23,https://weibo.com/6136629759?refer_flag=1001030103_,真的很崩溃...父母一边说想让我变好，一边又在干着伤害我的事情..感觉他们生了我就是为了让家里多一个不用掏钱的保姆...... ​,https://weibo.com/6136629759/N0q4aarLN,0,2,0,没有认证,1.0
4899220475877770,2023-05-08 20:24,https://weibo.com/7805217771?refer_flag=1001030103_,又发作了，好难受啊 ​,https://weibo.com/7805217771/MFDb1oF4K,0,0,0,没有认证,1.0
4905319181849357,2023-05-25 16:18,https://weibo.com/7505263543?refer_flag=1001030103_,白骨丹青一地抛，前生凌烟志自高龙啸千山非吾愿，守羽同归不寂寥 ​,https://weibo.com/7505263543/N2enk7L6l,0,1,1,没有认证,1.0
4898519212886271,2023-05-06 21:57,https://weibo.com/3268074890?refer_flag=1001030103_,🖕🏻强制断药 从过量服药导致无库存起 L阿排w的微博视频 ​,https://weibo.com/3268074890/MFkVXc6QL,0,2,2,黄V认证,1.0
4902502011766975,2023-05-17 21:43,https://weibo.com/7681813544?refer_flag=1001030103_,为什么我妈要生下我这个垃圾， ​,https://weibo.com/7681813544/N135v7pFB,0,5,4,没有认证,1.0
4895157713638264,2023-04-27 15:20,https://weibo.com/7238428936?refer_flag=1001030103_, 理智其实是一种苦楚，不必惊羡我的决绝，我有心口不一的痛，有不得而已的痛，有逆心而行的痛 ​,https://weibo.com/7238428936/MDVubfgtG,0,0,2,黄V认证,1.0
4905048729455628,2023-05-24 22:23,https://weibo.com/7706584219?refer_flag=1001030103_, 不敢和父母说生这个病的事情 而且他们也不理解 自己一个人扛 已经两年了 怎么办现在在读高中 ​,https://weibo.com/7706584219/N27l6DFQ8,2,17,6,没有认证,1.0
4892394334193275,2023-04-20 00:19,https://weibo.com/6784355717?refer_flag=1001030103_, 怎么办啊到减肥训练营了 一直想哭想家 真的觉得集合一起运动很尴尬 有没有人每天可以聊聊天的 真的很难受 ​,https://weibo.com/6784355717/MCLB7hARt,0,8,3,没有认证,1.0
4904204214469642,2023-05-22 14:27,https://weibo.com/6504061587?refer_flag=1001030103_,有没有每天胃胀的姐妹 ​,https://weibo.com/6504061587/N1LmZiKL0,0,2,1,没有认证,1.0
4902155650337100,2023-05-16 22:47,https://weibo.com/5940731722?refer_flag=1001030103_, 越来越控制不了情绪了，真的能一了百了吗 ​,https://weibo.com/5940731722/N0U4R1pH6,0,0,2,没有认证,1.0
4899980169446923,2023-05-10 22:42,https://weibo.com/7788635220?refer_flag=1001030103_, 现在真的完全没有活下去的动力了 我从以前就好想去韩国留学 可是我去年就退学了 以后想当纹身师 可是我连家门都出不了 或者再重新学跳舞 可是想要出去太困难了 我真的好想可以早点死 就不会这么伤心了 ​,https://weibo.com/7788635220/MFWWkDDzJ,0,7,3,没有认证,1.0
4893976891231140,2023-04-24 09:07,https://weibo.com/5920980708?refer_flag=1001030103_,跪求催泪方法，憋了好几天，哭不出来，很难受 ​,https://weibo.com/5920980708/MDqLD5ah6,0,2,0,没有认证,1.0
4902852369061303,2023-05-18 20:55,https://weibo.com/7168310004?refer_flag=1001030103_, 快乐来源：讨厌的人不快乐。 ​,https://weibo.com/7168310004/N1ccAC1g3,0,1,2,没有认证,1.0
4902829989567077,2023-05-18 19:27,https://weibo.com/5707065279?refer_flag=1001030103_,做什么都感觉没有意义，也许我的存在本身就没意义 ​,https://weibo.com/5707065279/N1bCuE8PH,0,1,0,没有认证,1.0
4901895673479594,2023-05-16 05:34,https://weibo.com/2142414502?refer_flag=1001030103_, 睡不着，每次半夜睡不着就想来个人把自己打晕。好颓废啊，好想解脱。可是我还想去见他，可是不能见。所以在还没见最后一面时，尽力的活着吧。拿这个作为支撑自己的理由吧☹️ ​,https://weibo.com/2142414502/N0NjxeBcu,0,0,3,没有认证,1.0
4899799494562032,2023-05-10 10:44,https://weibo.com/1815872932?refer_flag=1001030103_, 2019.5.21——2023.5.9修剪拼唱，还是愿终有一天和过去一别两宽。 L吃里扒外的狗的微博视频 ​,https://weibo.com/1815872932/MFSeVj8Na,0,0,2,黄V认证,1.0
4895956934331078,2023-04-29 20:15,https://weibo.com/7086491601?refer_flag=1001030103_, 有宝宝出佐匹克隆的吗 ​,https://weibo.com/7086491601/MEghfiaI6,0,2,0,没有认证,1.0
4899398548981265,2023-05-09 08:11,https://weibo.com/7742648714?refer_flag=1001030103_,现在有没有人愿意我说说话 ​,https://weibo.com/7742648714/MFHOeBGr7,0,28,11,没有认证,1.0
4900931092611868,2023-05-13 13:41,https://weibo.com/6324490067?refer_flag=1001030103_, 出一盒阿戈美拉汀 ​,https://weibo.com/6324490067/N0odLaXsU,0,2,0,没有认证,1.0
4897713642801044,2023-05-04 16:36,https://weibo.com/7481286935?refer_flag=1001030103_,美术课刺绣ing手抖的对不准一会儿就扎成淋浴头了😱 ​,https://weibo.com/7481286935/MEZYEbKG8,0,0,1,没有认证,1.0
4905994403186602,2023-05-27 13:01,https://weibo.com/7238428936?refer_flag=1001030103_, 一晚上没睡呢，不知道什么时候才能好起来 ​,https://weibo.com/7238428936/N2vWodmYO,0,4,2,黄V认证,1.0
4897327904463968,2023-05-03 15:03,https://weibo.com/6011786285?refer_flag=1001030103_,交友dd ​,https://weibo.com/6011786285/MEPWuiJhu,0,2,1,没有认证,1.0
4901750908131252,2023-05-15 19:59,https://weibo.com/5922542616?refer_flag=1001030103_, 我是长春的，但是这边医院没时间去预约，过几天要去南京，想去南京脑科医院查一下有没有抑郁症，有什么注意事项吗 ​,https://weibo.com/5922542616/N0Jy2y7je,0,4,0,黄V认证,1.0
4893099018688982,2023-04-21 22:59,https://weibo.com/7317665193?refer_flag=1001030103_,想问下大家复诊到底应该说些什么好呀…不知道要说些什么 ​,https://weibo.com/7317665193/MD3VHAsoS,0,4,3,没有认证,1.0
4897962503181644,2023-05-05 09:05,https://weibo.com/5574178183?refer_flag=1001030103_,我就是你的脾气坏情绪发泄地吗？ ​,https://weibo.com/5574178183/MF6s2dlGQ,0,1,0,没有认证,1.0
4891422975592021,2023-04-17 07:59,https://weibo.com/7824472071?refer_flag=1001030103_, 我真的不知道该怎么办了，他们说我做什么都只是为了不去上学，就是作，逃避，耍小聪明，不管我做什么都不会再送我去医院了，还让我干脆死在家里，我真的不知道怎么办了 ​,https://weibo.com/7824472071/MCmkpnsJT,0,1,1,没有认证,1.0
4891698831032987,2023-04-18 02:15,https://weibo.com/6600353495?refer_flag=1001030103_,头疼又头疼 ​,https://weibo.com/6600353495/MCtvl4kJ5,0,0,1,没有认证,1.0
4906483407656943,2023-05-28 21:24,https://weibo.com/5112441577?refer_flag=1001030103_, 抗抑郁的药到底是啥原理 ​,https://weibo.com/5112441577/N2IF6w7V5,0,8,2,没有认证,1.0
4901812412877830,2023-05-16 00:03,https://weibo.com/6280822634?refer_flag=1001030103_, 其实我真的好想躺平啊，想在家待着身上有钱也花不完的那种，不想有任何压力，但是我没办法做到，因为我有家人有在乎的人觉得面对别人压力好大 ​,https://weibo.com/6280822634/N0L9fc4EC,0,0,0,没有认证,1.0
4895209585118848,2023-04-27 18:46,https://weibo.com/7627032304?refer_flag=1001030103_, 这几天好奇怪一直想着给自己搞好葬礼啥的…在看葬礼的流程 葬礼需要什么 可能真的熬不过高三了吧 给自己一个小预兆？ ​,https://weibo.com/7627032304/MDWPQltE4,0,1,0,没有认证,1.0
4893469619259575,2023-04-22 23:32,https://weibo.com/1784281032?refer_flag=1001030103_, 嗓子好痛。喝了好多水。混混沌沌迷迷糊糊。别人都过得不错。而我快要。。。失望的看不到光亮。很难。每天一个人入睡都感觉会在梦里死掉。太久没接触人了，很难走到人群中去，会不自在，不能融入。 ​,https://weibo.com/1784281032/MDdzrCQPZ,0,0,0,没有认证,1.0
4900588549310831,2023-05-12 15:00,https://weibo.com/7367672486?refer_flag=1001030103_, 好难受啊 ​,https://weibo.com/7367672486/N0fjgD4aH,0,2,0,黄V认证,1.0
4904588253071266,2023-05-23 15:53,https://weibo.com/7629791351?refer_flag=1001030103_, 头疼 ​,https://weibo.com/7629791351/N1VmpcSYy,0,0,2,没有认证,1.0
4897446028641710,2023-05-03 22:53,https://weibo.com/5247209740?refer_flag=1001030103_, 心理上的累太难受了 是不是死了她们才会爱我？我像个乞丐 总是想要乞讨人们的爱. ​,https://weibo.com/5247209740/MET10Ag6q,0,1,0,没有认证,1.0
4900531895534055,2023-05-12 11:15,https://weibo.com/5414342758?refer_flag=1001030103_,为什么s不了还连累刚在一起没多久的男朋友替我垫了十来万啊，很多还是找人借的，我是真的该s ​,https://weibo.com/5414342758/N0dPTndEX,0,9,4,没有认证,1.0
4901338570034980,2023-05-14 16:40,https://weibo.com/5771921829?refer_flag=1001030103_,孩子会穿过大雨，去懂人间的道理。--《是妈妈是女儿》 ​,https://weibo.com/5771921829/N0yOZ096c,0,0,2,没有认证,1.0
4891532219910775,2023-04-17 15:13,https://weibo.com/7672863503?refer_flag=1001030103_, 芜湖~我昨天从晚上躺到了天亮（连续几天了）今天又去开药……本来都不用吃了都草！！！可恶啊！！！！ ​,https://weibo.com/7672863503/MCpaBFAfd,0,2,0,没有认证,1.0
4904210560978925,2023-05-22 14:52,https://weibo.com/7375099775?refer_flag=1001030103_,不想让爸妈知道我的情况，对我小心翼翼的感觉真的让我很难受 ​,https://weibo.com/7375099775/N1Lxe46F7,0,1,0,没有认证,1.0
4905041368978875,2023-05-24 21:54,https://weibo.com/7816777142?refer_flag=1001030103_, 躯体化太严重了怎么办 一进学校胸口就闷得不行 无法克服 ​,https://weibo.com/7816777142/N279eBFOz,0,2,4,没有认证,1.0
4904115073978709,2023-05-22 08:33,https://weibo.com/6013671153?refer_flag=1001030103_,昨天医生判定为中度抑郁症状，但是我不太想吃药，怕吃完一个月变得更严重，怎么办？ ​,https://weibo.com/6013671153/N1J3dgH2J,0,21,1,没有认证,1.0
4901015536800009,2023-05-13 19:17,https://weibo.com/5896034763?refer_flag=1001030103_,回学校一周，恶心想吐、想哭、手抖、失眠各种症状又回来了，和去年没休学前一模一样，哪天熬不住可能又要休学了吧。 ​,https://weibo.com/5896034763/N0qpXswZz,0,3,2,黄V认证,1.0
4897447479870420,2023-05-03 22:58,https://weibo.com/7653553935?refer_flag=1001030103_,突然发现这个世界这个地方少我一个或是多我一个都没有区别，好像身边的人都有了寄托 ​,https://weibo.com/7653553935/MET3lFpKk,0,1,0,没有认证,1.0
4905581418647901,2023-05-26 09:40,https://weibo.com/1801359881?refer_flag=1001030103_,打扫家务真的很累时候就可以找到工作不用干糟心的事了，找不到工作是麻烦找到工作是另一种麻烦，当然要是挣得钱多再辛苦都值得 ​,https://weibo.com/1801359881/N2lchAhIh,0,0,0,没有认证,1.0
4905258343730973,2023-05-25 12:16,https://weibo.com/7065490149?refer_flag=1001030103_, 胸闷气短 怎么回事 不会是要死了吧 ​,https://weibo.com/7065490149/N2cNcfEAZ,0,3,0,没有认证,1.0
4893936193110239,2023-04-24 06:26,https://weibo.com/7738905361?refer_flag=1001030103_,其实，时至今日，我突然发现自己不再那么渴望有人能读懂自己了，因为好像就连我自己也不明白自己，对自己仿佛有时就像旁观者一样，陌生而不明所以，我真是个奇怪而可笑的家伙 ​,https://weibo.com/7738905361/MDpHZd379,0,0,0,没有认证,1.0
4895970519417758,2023-04-29 21:09,https://weibo.com/6636560593?refer_flag=1001030103_, 大家压抑可以去听听金属摇滚，在一系列重压，比较和失败中，我觉得我现在还没疯，估计是因为我一心里难过就会听marilyn manson的歌，大家可以试试 ​,https://weibo.com/6636560593/MEgD9DvZk,0,7,1,没有认证,1.0
4901455217033310,2023-05-15 00:24,https://weibo.com/7347829970?refer_flag=1001030103_, 这两天又要去复查 烦死了烦死了烦死了 ​,https://weibo.com/7347829970/N0BR7tvGu,0,0,0,没有认证,1.0
4905724092617218,2023-05-26 19:07,https://weibo.com/7457134814?refer_flag=1001030103_,报了的学校考不上…… ​,https://weibo.com/7457134814/N2oUpaYRc,0,10,3,没有认证,1.0
4891598561216173,2023-04-17 19:37,https://weibo.com/5603996351?refer_flag=1001030103_,既然生命充满悲苦 那为什么还要活下去 ​,https://weibo.com/5603996351/MCqTC56nH,0,4,2,黄V认证,1.0
4900167595335518,2023-05-11 11:07,https://weibo.com/5386137091?refer_flag=1001030103_,死不了又活不好的感觉难受极了，我到底做错了什么要这样惩罚我 ​,https://weibo.com/5386137091/N04mjmo0K,0,6,2,没有认证,1.0
4902450487886536,2023-05-17 18:19,https://weibo.com/7749760077?refer_flag=1001030103_,同学把我的画用拖把弄坏了我还挺喜欢的勒心疼 ​,https://weibo.com/7749760077/N11Kox5Ec,0,2,2,没有认证,1.0
4898905207085054,2023-05-07 23:31,https://weibo.com/6608300246?refer_flag=1001030103_,想问下心慌气短这些是正常的躯体化反应还是因为吃药导致的啊 ​,https://weibo.com/6608300246/MFuYwtJ94,0,2,2,没有认证,1.0
4906301484173887,2023-05-28 09:21,https://weibo.com/5600147657?refer_flag=1001030103_, 没死成，哈哈哈哈哈哈哈哈哈为什么啊？我要疯了 ​,https://weibo.com/5600147657/N2DVGhvOL,0,2,0,没有认证,1.0
4891527283738650,2023-04-17 14:54,https://weibo.com/5268094402?refer_flag=1001030103_, 想和病友聊聊 ​,https://weibo.com/5268094402/MCp2EfGAO,0,4,0,没有认证,1.0
4901443163917047,2023-05-14 23:36,https://weibo.com/7790618870?refer_flag=1001030103_,一瓶三度加一瓶五度，就难受的不成样子 ​,https://weibo.com/7790618870/N0BxGgr0b,0,0,0,没有认证,1.0
4895645461387801,2023-04-28 23:38,https://weibo.com/7831270681?refer_flag=1001030103_,一到晚上就胸悶心慌喘不上氣我真的要服了…… ​,https://weibo.com/7831270681/ME8aS5P1T,0,4,1,没有认证,1.0
4904343582544513,2023-05-22 23:41,https://weibo.com/6267935266?refer_flag=1001030103_,不能再哭了   眼睛肿的要睁不开了 ​,https://weibo.com/6267935266/N1OZMaFWx,0,3,0,没有认证,1.0
4894796336071953,2023-04-26 15:24,https://weibo.com/6614122361?refer_flag=1001030103_, 又活一次 ​,https://weibo.com/6614122361/MDM5jptAJ,0,0,0,没有认证,1.0
4905451760388525,2023-05-26 01:05,https://weibo.com/6352975927?refer_flag=1001030103_,睡不着 有好的方法入眠吗明天还有课 上次就是因为通宵 结果没听到早上的闹钟旷了一上午 烦 ​,https://weibo.com/6352975927/N2hPa1D4x,0,5,0,没有认证,1.0
4896527878720652,2023-05-01 10:04,https://weibo.com/5035505850?refer_flag=1001030103_,想死 ​,https://weibo.com/5035505850/MEv87AADG,0,0,0,黄V认证,1.0
4899246875084268,2023-05-08 22:09,https://weibo.com/7752036996?refer_flag=1001030103_, 怎么死 ​,https://weibo.com/7752036996/MFDRBlkEk,0,20,0,没有认证,1.0
4904604569440403,2023-05-23 16:58,https://weibo.com/7639113163?refer_flag=1001030103_, 这几天不知道为什么真的很想谈恋爱 ​,https://weibo.com/7639113163/N1VMIDBSz,0,1,1,没有认证,1.0
4895971496430034,2023-04-29 21:13,https://weibo.com/5841956372?refer_flag=1001030103_,为什么每天活的那么累 ​,https://weibo.com/5841956372/MEgEJqYKe,0,6,3,没有认证,1.0
4897244291007127,2023-05-03 09:31,https://weibo.com/7575085189?refer_flag=1001030103_,"请问哥哥姐姐们有没有和我一样心脏疼就是它跳的特别快好像下一秒就要爆炸一样（先说明我没有心脏病）然后有的时候疼的说不出话,有时候除了心脏疼就是呼吸困难和胸口闷 ​",https://weibo.com/7575085189/MENLD4dZZ,0,7,8,没有认证,1.0
4906516232801291,2023-05-28 23:34,https://weibo.com/7718662668?refer_flag=1001030103_,好想从楼上一跃而下 ​,https://weibo.com/7718662668/N2Jw3bKK7,0,4,3,没有认证,1.0
4901748001217037,2023-05-15 19:47,https://weibo.com/5141812460?refer_flag=1001030103_, 你们会不会莫名其妙想笑啊 我这是悲极生乐还是怎么回事我妈妈吼我我以前都是很烦 我现在觉得好好笑 莫名其妙想笑 ​,https://weibo.com/5141812460/N0Jtm56BD,0,30,6,没有认证,1.0
4892734378738710,2023-04-20 22:50,https://weibo.com/6340833084?refer_flag=1001030103_,大家对于短视频平台开始流行自/残发自/残图和把抑郁症叫做玉米症是什么看法？ ​,https://weibo.com/6340833084/MCUrzAFkW,0,4,5,黄V认证,1.0
4904549682777245,2023-05-23 13:20,https://weibo.com/6100292506?refer_flag=1001030103_, 别提以前了 我不太记得 大概是一个人走了好久好久也不喜欢了 ​,https://weibo.com/6100292506/N1UmcbEuh,0,1,0,没有认证,1.0
4893416922551601,2023-04-22 20:02,https://weibo.com/7055447904?refer_flag=1001030103_, 给大家推荐一本书《不原谅也没关系》 ​,https://weibo.com/7055447904/MDccsaHMR,0,0,6,没有认证,1.0
4905826587771269,2023-05-27 01:54,https://weibo.com/7747072768?refer_flag=1001030103_,有伤口会忍不住的想抠，药物副作用血一直流，止不住，很疼但是特别想抠 ​,https://weibo.com/7747072768/N2rzIwBF3,0,0,0,没有认证,1.0
4899281875764766,2023-05-09 00:28,https://weibo.com/5938873031?refer_flag=1001030103_,  来自远在美国的Yuzhi的分享     愿也给予你力量     【人总是身在海洋而不自知   以为波澜壮阔才是海   殊不知这颗颗水珠也是海   未必有所成就才算活着】 ​,https://weibo.com/5938873031/MFEM3obG6,0,0,0,没有认证,1.0
4893855742429142,2023-04-24 01:06,https://weibo.com/6506795069?refer_flag=1001030103_,所以我们真的有办法逃离这个世界吗 除了死亡之外的办法 ​,https://weibo.com/6506795069/MDnCeabVI,0,11,6,没有认证,1.0
4896050190484534,2023-04-30 02:26,https://weibo.com/7766430140?refer_flag=1001030103_, 想问有没有喘不过气跟想吐的 要吃什么药比较好 ​,https://weibo.com/7766430140/MEiHF2234,0,2,0,没有认证,1.0
4893263201306045,2023-04-22 09:52,https://weibo.com/5143401296?refer_flag=1001030103_, 吃了一片氯硝只睡了三个小时怎么办 ​,https://weibo.com/5143401296/MD8cw5tLf,0,1,0,黄V认证,1.0
4896504966283391,2023-05-01 08:33,https://weibo.com/7669798422?refer_flag=1001030103_,之前在一个差的校区上班，感觉还行，被调去好的校区后同事就阴阳怪气我。现在做兼职，去的也是一个相对较差的影院，新来的主管总是说我们这边业绩差，让我们自己买东西那些，想想就好难受，真的好想离职啊，我咋干啥都坚持不下去啊 ​,https://weibo.com/7669798422/MEuxaqmB1,0,1,0,没有认证,1.0
4906494086351727,2023-05-28 22:06,https://weibo.com/6109668459?refer_flag=1001030103_,我不开心 我好难过 我没有办法 我只能熬 我恨我自己 我也恨这个病给我带来的一切 我最恨我自己 我是废物 什么都做不好 ​,https://weibo.com/6109668459/N2IWkqEnd,0,1,0,没有认证,1.0
4905009663969945,2023-05-24 19:48,https://weibo.com/6494067915?refer_flag=1001030103_, 躯体化喘不上气，大家都吃啥镇定的药呀，好难受 ​,https://weibo.com/6494067915/N26k6gELn,0,1,0,没有认证,1.0
4899484301525758,2023-05-09 13:52,https://weibo.com/1762758965?refer_flag=1001030103_,会有人爱这么破碎的我吗？ ​,https://weibo.com/1762758965/MFK2y6oV0,0,9,2,没有认证,1.0
4905102316143419,2023-05-25 01:56,https://weibo.com/3350247380?refer_flag=1001030103_,我无法安静下来怎么办 我一直很抓狂想撞头 ​,https://weibo.com/3350247380/N28JxpMbp,0,0,1,黄V认证,1.0
4895761151560177,2023-04-29 07:18,https://weibo.com/7742648714?refer_flag=1001030103_,之前没钱，很艰辛，现在有钱还难受。我到底缺了什么。 ​,https://weibo.com/7742648714/MEbbt6xS9,0,3,1,没有认证,1.0
